business_code,name,tci_classification,official_classification,city_name,supplier_code,supplier_name
HO12137,The Royal Residency,moderate,1str,Sankisa,DR11538,The Royal Residency
HO11469,Novotel,moderate,1str,Jodhpur,DR12244,Novotel
HO12093,Abad Harmonia,moderate,3str,Thiruvananthapuram (Trivandrum),DR12496,Abad Harmonia
HO12341,Sterling Aravalli,moderate,5str,Udaipur (RJ),DR12796,Sterling Aravalli
HO11671,Beach Gate Bungalows,moderate,1str,Kochi (Cochin),DR12448,Beach Gate Bungalows
HO10360,Chancery Pavilion,moderate,5str,Bengaluru,DR10859,Chancery Pavilion
HO10328,Radisson Blu (Dwarka),moderate,5str,New Delhi,DR10381,Radisson Blu (Dwarka)
HO10816,Lodge At Wah,moderate,1str,Palampur,DR10730,Lodge At Wah
HO10951,Orchha Resort,moderate,3str,Orchha,DR10845,Orchha Resort
HO11738,Manu Maharani Resort,budget,4str,,DR11538,Manu Maharani Resort
HO10411,Radisson Blu Plaza,first-class,5str,Mysuru (Mysore),DR10556,Radisson Blu Plaza
HO11249,Fortune Resort Benaullim,moderate,5str,Goa,DR11271,Fortune Resort Benaullim
HO10687,Taj Rishikesh Resort & Spa,lux,5str,Rishikesh,DR11092,Taj Rishikesh Resort & Spa
HO10070,Gandharva By Peppermint,budget,3str,Jaipur,DR10259,Gandharva By Peppermint
HO10756,Akhil Beach Resort,budget,3str,Varkala,DR11144,Akhil Beach Resort
HO12284,Golden Tulip,moderate,4str,Agra,DR12659,Golden Tulip
HO11200,Kanha Jungle Lodge,moderate,3str,Kanha,DR11605,Kanha Jungle Lodge
HO11268,The Lalit Temple View,first-class,5str,Khajuraho,DR10349,The Lalit Temple View
HO11765,The Gold Beach Resort,moderate,4str,Daman,DR12611,The Gold Beach Resort
HO11764,Niranjana,budget,3str,,DR11538,Niranjana
HO12199,Neemrana's Three Waters,first-class,1str,Goa,DR12505,Neemrana's Three Waters
HO11900,Om Residency,budget,3str,Kushinagar,DR10474,Om Residency
HO12058,Marasa Sarovar Premiere,budget,5str,Tirupati,DR11538,Marasa Sarovar Premiere
HO12261,Varnabas Musuem,moderate,1str,Kathmandu,DR12655,Varnabas Musuem
HO11750,Black Buck Resort,budget,1str,,DR11538,Black Buck Resort
HO10757,Abad Turtle Beach,moderate,4str,Mararikulam,DR10835,Abad Turtle Beach
HO11557,Tree Of Life Vantara Resort & Spa,first-class,1str,Udaipur (RJ),DR12343,Tree Of Life Vantara Resort & Spa
HO11621,Marine House,budget,3str,Agra,DR12630,Marine House
HO10672,Sterling Goa Varca Resort,moderate,4str,Goa,DR11091,Sterling Goa Varca Resort
HO11277,Fort Manor,budget,3str,Kochi (Cochin),DR11393,Fort Manor
HO11530,Gorbandh Palace - IHCL SeleQtions,first-class,3str,Jaisalmer,DR12292,Gorbandh Palace - IHCL SeleQtions
HO11297,Novotel Goa Resorts & Spa,moderate,5str,Goa,DR10438,Novotel Goa Resorts & Spa
HO10444,Chonor House,moderate,2str,Dharamshala,DR10584,Chonor House
HO12337,Chettinadu Mansion,budget,3str,Chettinadu,DR10567,Chettinadu Mansion
HO10699,Ken River Lodge,moderate,3str,Panna,DR11094,Ken River Lodge
HO10446,Maison Perumal,first-class,3str,Puducherry (Pondicherry),DR10782,Maison Perumal
HO10580,Ramyas,budget,3str,Trichy (Tiruchirappalli),DR10198,Ramyas
HO12164,Marriott,budget,5str,Udaipur (RJ),DR11538,Marriott
HO11138,Castle Khandela,moderate,4str,Khandela,DR11556,Castle Khandela
HO11858,Taj Damdama Lake Resort and Spa,first-class,5str,Gurgaon,DR12446,Taj Damdama Lake Resort and Spa
HO12659,Citrus Classic Resorts And Spa,budget,3str,Vadapattinam,,
HO12662,Coconut Grove,moderate,4str,Goa,,
HO12758,Four Points By Sheraton,moderate,4str,Amritsar,,
HO12075,Nau Nabh Heritage,moderate,heritage,Rampur,,
HO12715,Theory9 - Premium Serviced Apartments,moderate,3str,Mumbai,,
HO12596,Vivid,budget,3str,Trichy (Tiruchirappalli),,
HO12421,Tourist Inn,moderate,3str,Rewalsar,,
HO12686,Taj Alibaug Resort & Spa,first-class,5str,Alibaug,,
HO12627,Osho International Meditation Resort,budget,1str,Pune,,
HO12447,The Ark Comforts,moderate,5str,Goa,,
HO12523,Dera Jaipur,moderate,4str,Jaipur,,
HO12667,Marriott Resort & Spa,lux,5str,Goa,,
HO12428,The Kumaon,moderate,4str,Almora,,
HO12652,Holiday Inn Gurgaon NH8,moderate,4str,Gurgaon,,
HO12687,MPT Betwa Retreat,budget,3str,Orchha,,
HO12526,Mansao Curtorim,first-class,5str,Goa,,
HO12445,Drenmo Lodge,first-class,5str,Dras (Kargil),,
HO12736,Vintana,budget,4str,Ahmedabad,,
HO12544,Trivik,first-class,5str,Chikkamagaluru,,
HO12693,Soot,moderate,4str,Kolkata,,
HO12424,Palm Grove Beach Resort,budget,3str,Goa,,
HO12399,The Orchid,first-class,5str,Zirakpur,,
HO12542,Ramee Guestline (Juhu),moderate,4str,Mumbai,,
HO12742,Sabala Heritage Home,budget,3str,Vijayapura (Bijapur),,
HO12648,The Orchid Passaros,moderate,4str,Goa,,
HO12556,Deshadan Chola,moderate,4str,Thanjavur (Tanjore),,
HO12413,Naggar Delight,first-class,3str,Kullu,,
HO11877,The Kin,moderate,4str,Mumbai,,
HO12518,Lemon Tree,moderate,1str,Port Blair,,
HO12401,Trees N Tigers,first-class,4str,Tadoba,,
HO12580,Welcomhotel By ITC Hotels,moderate,5str,Prayagraj,,
HO12656,Fortune Park Lake City,moderate,4str,Mumbai,,
HO12468,Taj Puri Resort & Spa,first-class,5str,Puri,,
HO12757,Marriott,first-class,4str,Udaipur (RJ),,
HO12487,Coral Pearl - IHCL SeleQtions,first-class,5str,Lakshadweep,,
HO12594,Vega By The Ozone Hotels,budget,4str,Jodhpur,,
HO12452,Novotel Goa Dona Sylvia Resort,first-class,5str,Goa,,
HO12714,Radisson Blu,first-class,4str,Gorakhpur,,
HO12756,Tulah Clinical Wellness,moderate,4str,Kozhikode (Calicut),,
HO12668,Little Affair,moderate,4str,Sariska,,
HO12610,Dutch Manor,budget,2str,Kochi (Cochin),,
HO12495,Sinclairs,moderate,3str,Gangtok,,
HO12599,Avantika By The Ganges â€“ IHCL SeleQtions,first-class,5str,Varanasi,,
HO12461,Millennium Inn,moderate,4str,Prayagraj,,
HO12749,Raheem Residency,budget,3str,Alappuzha (Alleppey),,
HO12738,Fairfield By Marriott Jaipur (Tonk Road),moderate,3str,Jaipur,,
HO12401,Trees N Tigers,first-class,4str,Tadoba,,
HO12490,Taj Gandhinagar Resort & Spa,first-class,5str,Gandhinagar,,
HO12525,Hibiscus Villa,first-class,5str,Cherthala,,
HO12657,Pramod Lands End Resort,moderate,5str,Gopalpur,,
HO12674,Ankur Resort,budget,3str,Ranthambore,,
HO12650,Quality Inn Residency,budget,3str,Hyderabad,,
HO12725,Inara House,moderate,4str,Agra,,
HO12505,Ganga Kinare,first-class,4str,Rishikesh,,
HO12717,Anandam Ayurvedic,moderate,4str,Kovalam,,
HO12466,Vivanta,moderate,5str,Tawang,,
HO12712,Dharohar,moderate,4str,Varanasi,,
HO12636,Siamton Inn,moderate,4str,Kolkata,,
HO12635,Blue Ocean The Fern Resort & Spa,moderate,4str,Ganpatipule,,
HO12451,Peerless Resort,first-class,5str,Port Blair,,
HO11960,Mansingh Palace,moderate,3str,Ajmer,,
HO12716,Hilton Garden Inn Mumbai International Airport,moderate,4str,Mumbai,,
HO12759,The Laxmi Niwas Palace,moderate,4str,Bikaner,,
HO12645,Saradharam,moderate,4str,Chidambaram,,
HO12739,Ajanta Green,moderate,4str,Ajanta,,
HO12524,Vileen By Ganga Kinare,first-class,5str,Rishikesh,,
HO12481,La Estoria - IHCL SeleQtions,first-class,5str,Goa,,
HO12664,Garrison At Dera Bagseu,budget,4str,Bikaner,,
HO12707,The Grand,budget,4str,Thekkady (Periyar/Kumily),,
HO12748,Khas Mahal Suites,moderate,4str,Udaipur (RJ),,
HO12441,IV Sanctum,budget,3str,Bengaluru,,
HO12479,Aryanak Resort,moderate,4str,Bandhavgarh,,
HO12723,Maison Twenty Six,moderate,4str,Puducherry (Pondicherry),,
HO12753,Teera Homestay,moderate,5str,Shantiniketan,,
HO12520,Lemon Tree,moderate,1str,Bhopal,,
HO12606,Jaldhara Resort,moderate,1str,Kumbhalgarh,,
HO12396,Fairmont,lux,1str,Mumbai,,
HO12403,Karan Mahal,moderate,5str,Srinagar,,
HO12782,Maram Resort,first-class,5str,Mamalakandam,,
HO12601,The Fern Samali Resort,moderate,4str,Dapoli,,
HO12479,Aryanak Resort,moderate,4str,Bandhavgarh,,
HO12457,The House Of Rumbak,moderate,4str,Rumbak (Leh),,
HO12586,Tipai,moderate,4str,Tipeshwar,,
HO12616,High Rise Regency,moderate,3str,Burhanpur,,
HO12419,Ran Baas The Palace,lux,5str,Patiala,,
HO12522,Raj Palace,moderate,4str,Ranthambore,,
HO12701,Blue Jelly Resort,moderate,4str,Alappuzha (Alleppey),,
HO12700,Anand International,moderate,5str,Bodhgaya,,
HO12724,Castle Oodeypore,moderate,3str,Udaipur (RJ),,
HO12710,Intercontinental Marine Drive,first-class,5str,Mumbai,,
HO12612,MPT Narmada Resort,budget,3str,Maheshwar,,
HO12641,Pratap Palace,budget,2str,Chittorgarh,,
HO12512,The Leela Palace,first-class,5str-lux,Hyderabad,,
HO12294,The Hive,moderate,4str,Wayanad,,
HO12465,Fountain Mahabaleshwar- IHCL SeleQtions,first-class,1str,Mahabaleshwar,,
HO12576,O by Tamara,moderate,4str,Coimbatore,,
HO12600,JSR Continental,moderate,4str,Dehradun,,
HO12485,Antra Inn,moderate,3str,Jaisalmer,,
HO12646,Reggis Camel Camp,moderate,4str,Osian (RJ) ,,
HO12538,Khatu Haveli,budget,3str,Jaipur,,
HO12649,Dhyaana Farms,moderate,4str,Aurangabad (MH) ,,
HO12565,Carnoustie Ayurveda & Wellness Resort,moderate,4str,Mararikulam,,
HO12422,Chospa,first-class,4str,Leh,,
HO12735,Emerald,budget,3str,Aizawl,,
HO12713,Moxy Bengaluru Airport Prestige Tech Cloud,first-class,4str,Bengaluru,,
HO11833,Prakriti Shakti,budget,4str,Panchalimedu,,
HO11972,The Baradari Palace,first-class,3str,Patiala,,
HO12537,Ramada Encore by Wyndham,moderate,3str,Udaipur (RJ),,
HO12415,Great Trails,moderate,4str,Wayanad,,
HO12772,Norbu Ghang Resort,moderate,3str,Pelling,,
HO12449,Kankarwa Haveli,moderate,3str,Udaipur (RJ),,
HO12638,Grand Continent,moderate,3str,Mamallapuram (Mahabalipuram),,
HO12459,Shan At Uley,moderate,4str,Ulley (Uley),,
HO12589,Ether Marari Beachfront,budget,4str,Mararikulam,,
HO12494,The Liv,moderate,4str,Jaipur,,
HO12425,Vits,budget,3str,Gurgaon,,
HO12671,Ibis Styles,moderate,4str,Mysuru (Mysore),,
HO12584,Coorg Wild Walk,first-class,5str,Nagarhole,,
HO12569,Bethsaida Hermitage,moderate,1str,Kovalam,,
HO12783,White Wharf Beach Resort,moderate,1str,Goa,,
HO12448,Ram Bihari Palace,moderate,3str,Alwar,,
HO12732,MPT Temple View,moderate,4str,Omkareshwar,,
HO12629,Narmada Jackson,budget,5str,Jabalpur,,
HO12702,Click,moderate,4str,Bengaluru,,
HO12583,The Nattika Beach Ayurveda and Yoga Centre,moderate,1str,Thrissur,,
HO12563,Clarks Exotica,moderate,4str,Bengaluru,,
HO12618,The Evren,moderate,3str,Goa,,
HO12614,Ramada By Wyndham,moderate,5str,Kochi (Cochin),,
HO12531,7 Apple,budget,3str,Aurangabad (MH) ,,
HO12570,Kalari Kovilakom,moderate,4str,Palakkad,,
HO12486,Coco Shambhala,first-class,4str,Sindhudurg,,
HO12557,Brij Sone Bagh,lux,5str,Bandhavgarh,,
HO12543,Elinor,budget,3str,Agra,,
HO12565,Carnoustie Ayurveda & Wellness Resort,moderate,4str,Mararikulam,,
HO12762,Sonar Bangla,moderate,3str,Sunderbans,,
HO12472,Naukuchia House - IHCL SeleQtions,first-class,3str,Naukuchiatal,,
HO12539,The Fern Residency,budget,4str,Vijayapura (Bijapur),,
HO12515,Surpura Bagh,moderate,4str,Jodhpur,,
HO12706,Click Hotel Biz,budget,3str,Bengaluru,,
HO12443,Mavi Retreat,moderate,4str,Badami,,
HO12605,Indriya,moderate,4str,Wayanad,,
HO12564,Taj Lalit Bagh,first-class,5str,Udaipur (RJ),,
HO12721,Hilton Garden Inn,first-class,5str,Jabalpur,,
HO12552,The Silver Sky Hotel & Resort,budget,3str,Chikkamagaluru,,
HO12402,The Fern Residency (Subhash Bridge),moderate,4str,Ahmedabad,,
HO12532,Gaj Kesri By 7 Apple,moderate,4str,Bikaner,,
HO12609,Effotel By Sayaji,budget,4str,Indore,,
HO12450,Raj Vilas,moderate,4str,Orchha,,
HO12654,Radisson Resort & Spa,first-class,5str,Lonavala,,
HO12655,Ayur On The Beach,moderate,3str,Thrissur,,
HO12469,Cavalry Villa,moderate,4str,Bikaner,,
HO12452,Novotel Goa Dona Sylvia Resort,first-class,4str,Goa,,
HO12676,Pristine Resort,budget,2str,Goa,,
HO12516,Regenta Place,moderate,4str,Jaipur,,
HO12678,Chauhan Sheraton Resort,moderate,3str,Pushkar,,
HO12514,Fortune Park,moderate,4str,Aligarh,,
HO12579,The Heritage 1866,budget,3str,Thalassery (Telicherry),,
HO12403,Karan Mahal,moderate,5str,Srinagar,,
HO12741,Amoli,moderate,4str,Shantiniketan,,
HO12777,Welcomhotel by ITC Hotel,moderate,4str,Ahmedabad,,
HO12665,Le Meridien,lux,5str,Mahabaleshwar,,
HO12781,Delhi House,moderate,4str,Puducherry (Pondicherry),,
HO12560,Sunday Hotel,moderate,3str,Gurgaon,,
HO12607,Harbour View,budget,3str,Mumbai,,
HO12666,Durjay Garh,moderate,4str,Jaisalmer,,
HO12630,Shelton,budget,3str,Rajahmundry (Rajamahendravaram),,
HO12404,Niraamaya Retreats Samroha,first-class,5str,Athirappilly,,
HO12752,Grand Khalifa,budget,3str,Jaisalmer,,
HO12513,Ranthambore Bagh Palace,moderate,4str,Ranthambore,,
HO12535,Trulyy The Shakti Vilas,moderate,4str,Udaipur (RJ),,
HO12548,Hari Ganga Niwas - IHCL SeleQtions,first-class,5str,Haridwar,,
HO12534,Park Inn By Radisson (Lajpat Nagar),moderate,4str,New Delhi,,
HO12626,Spree,budget,3str,Aurangabad (MH) ,,
HO12598,Regenta Central Javaji,moderate,4str,Mysuru (Mysore),,
HO12682,Fredy's Bungalow,first-class,5str,Bhimtal,,
HO11771,MPT Tapti Retreat,budget,3str,Burhanpur,,
HO12771,Hilton Baani City Centre,first-class,5str,Gurgaon,,
HO12633,Fortune Murali Park,moderate,4str,Vijayawada,,
HO12670,Ibis Styles,moderate,4str,Goa,,
HO12634,Wordsworth Lodge,moderate,3str,Mount Abu,,
HO12704,Ramanashree Richmond,budget,3str,Bengaluru,,
HO12489,Urban Suites By BluSalzz,moderate,4str,Jaipur,,
HO12488,Bangaram Island Resort - IHCL SeleQtions,first-class,5str,Lakshadweep,,
HO12685,MPT Gateway Retreat,budget,4str,Sanchi,,
HO12463,Oshin Resort,moderate,4str,Kozhikode (Calicut),,
HO12567,Broadway,moderate,4str,New Delhi,,
HO12572,Swaswara,first-class,5str,Gokarna,,
HO12455,Peerless Inn,moderate,4str,Durgapur,,
HO12517,Bundelkhand Riverside,first-class,5str,Orchha,,
HO12774,Yangsum Heritage Farm,moderate,3str,Phodong,,
HO12460,Snow Leopard Lodge,moderate,4str,Ulley (Uley),,
HO12711,Radisson (Sector 29),moderate,5str,Gurgaon,,
HO12769,Amritara Manak Haveli,moderate,4str,Jodhpur,,
HO12411,Kurja Jawai,moderate,4str,Pali (RJ) ,,
HO12533,Naren Villa,budget,3str,Udaipur (RJ),,
HO12476,Zibe,moderate,3str,Coimbatore,,
HO12597,Pullman,first-class,5str,Chennai,,
HO12737,Somerset Greeways,first-class,5str,Chennai,,
HO12588,The Mudhouse,budget,3str,Marayoor,,
HO12644,Justa Kashi Parampara,moderate,3str,Varanasi,,
HO12778,WelcomHeritage Natraj,moderate,4str,Dharamshala,,
HO12679,Sahdev Bagh,budget,2str,Pushkar,,
HO12462,Oshin Resort,budget,4str,Wayanad,,
HO12625,Lilac,moderate,3str,Kumbakonam,,
HO12454,The Postcard In The Durrung Tea Estate,lux,5str,Tezpur,,
HO12672,Fairfield By Marriott Mumbai International Airport,first-class,5str,Mumbai,,
HO12545,Bhawna Clarks Inn,budget,4str,Agra,,
HO12764,Pollachi Riverhouse,first-class,5str,Pollachi,,
HO12407,Lchang Nang Retreat,first-class,5str,Nubra,,
HO12506,Amar Durg Tordi,budget,1str,Tordi,,
HO12442,Stok Palace Heritage,first-class,heritage,Stok (Leh),,
HO12127,Radisson Blu Hotel & Spa,first-class,5str,Nasik,,
HO12493,Sinclairs,first-class,5str,Udaipur (RJ),,
HO12722,Welcomhotel By ITC Hotels,moderate,4str,Shimla,,
HO12547,Gateway Goa Palolem,first-class,4str,Goa,,
HO12592,Mangala Heritage,moderate,4str,Thirupugalur,,
HO12521,Lemon Tree Premier,moderate,4str,Corbett,,
HO12695,Vivanta (Whitefield),first-class,5str,Bengaluru,,
HO12554,Outpost 12,first-class,5str,Kanha,,
HO12398,The Orchid,first-class,5str,Shimla,,
HO11961,Kabini River Lodge,moderate,4str,Mysuru (Mysore),,
HO12755,Machaan Wilderness Lodge,moderate,4str,Nagarhole,,
HO12477,"Welcomhotel By ITC Hotels, Tavleen Chail",first-class,5str,Shimla,,
HO12555,Amritara Sonemale Resort,first-class,5str,Chikkamagaluru,,
HO12423,The Kyagar,lux,5str,Nubra,,
HO12515,Surpura Bagh,first-class,5str,Jodhpur,,
HO12637,Aditya Hometel,moderate,3str,Hyderabad,,
HO12498,Teanest,moderate,3str,Coonoor,,
HO12663,Sanctuary Amaidiyana,moderate,4str,Auroville,,
HO12692,Aloof Jungle Lodge,first-class,4str,Ghanerao,,
HO12745,Lake Palace,moderate,3str,Thekkady (Periyar/Kumily),,
HO12719,Lagoon Bay At Leonia,moderate,4str,Hyderabad,,
HO12775,Fortune Park Moksha,moderate,4str,Dharamshala,,
HO12699,MPT Glen View,moderate,3str,Pachmarhi (Satpura),,
HO12492,Artisav House,moderate,4str,Jaipur,,
HO12528,Madhuram Royale,moderate,4str,Jodhpur,,
HO12566,Vivanta Kochi Aluva,moderate,5str,Kochi (Cochin),,
HO12424,Palm Grove Beach Resort,moderate,4str,Goa,,
HO12400,Skk The Fern,moderate,4str,Jaisalmer,,
HO12709,Holiday Inn (Candolim),moderate,5str,Goa,,
HO12733,Sterling Rudraksh,first-class,5str,Jaisalmer,,
HO12426,Dolkhar Resort,first-class,5str,Leh,,
HO12412,Quilon Beach Hotel,first-class,5str,Kollam (Quilon),,
HO12416,Mastiff Select Mandavya,moderate,4str,Dharamshala,,
HO12464,"Welcomhotel by ITC Hotels, The Savoy",first-class,5str,Mussoorie,,
HO12428,The Kumaon,moderate,4str,Almora,,
HO12527,Marina,moderate,4str,Shimla,,
HO12478,Crystal Inn,budget,4str,Agra,,
HO12562,Brijraj Bhawan Palace,moderate,heritage,Kota (RJ) ,,
HO12577,Regency Tirunelveli By GRT Hotels,budget,3str,Tirunelveli,,
HO12573,Cloud Nine,moderate,4str,Kothamangalam (KL) ,,
HO12453,The Belvedere Himalayan Retreat,first-class,4str,Dharamshala,,
HO12751,BLVD Club,moderate,4str,Bengaluru,,
HO12658,Amritara Riverside Camp,moderate,4str,Thattekkad,,
HO12694,The Maseneni Grand,budget,3str,Anantapur,,
HO12573,Cloud 9,moderate,4str,Kothamangalam (KL) ,,
HO12649,Dhyaana Farms,first-class,4str,Aurangabad (MH) ,,
HO12383,Tanjore Hi,moderate,2str,Thanjavur (Tanjore),,
HO12696,Storii By ITC Hotels Castle Kanota,moderate,4str,Kanota,,
HO12456,Chulli Bagh,moderate,4str,Stok (Leh),,
HO12734,Yuvarani Residency,moderate,4str,Kochi (Cochin),,
HO12602,Yoga Niketan Ashram,moderate,4str,Rishikesh,,
HO12728,Mani Mansion,moderate,4str,Ahmedabad,,
HO12754,The Fern Residency,moderate,4str,Hubballi (Hubli),,
HO12550,Forsyth Lodge,first-class,5str,Madhai (Satpura),,
HO12603,Regenta Place,budget,4str,Bhopal,,
HO12740,Olive Trotter,moderate,3str,Nangal,,
HO12540,Iscon The Fern Resort & Spa,moderate,4str,Bhavnagar,,
HO12622,Golden Tulip,moderate,4str,Udaipur (RJ),,
HO12613,MPT Bison Resort,budget,3str,Madhai (Satpura),,
HO12653,The Rose Goa Beach Resort,moderate,3str,Goa,,
HO12510,Renest,budget,3str,Tirupati,,
HO12439,The Oberoi Vindhyavilas,lux,1str,Bandhavgarh,,
HO12411,Kurja Jawai,budget,5str,Pali (RJ) ,,
HO12773,Yuksum Residency,budget,3str,Yuksom,,
HO12529,Amara Ayurveda Retreat,moderate,4str,Kovalam,,
HO12581,Teak House,budget,3str,Kochi (Cochin),,
HO12779,Ramada By Wyndham,moderate,4str,Darjeeling,,
HO12729,Flora Vythiri Resort,first-class,5str,Wayanad,,
HO12509,Clarion,moderate,4str,Kochi (Cochin),,
HO12746,Udman Hotels & Resorts NH-8,budget,4str,New Delhi,,
HO12418,Mayfair,first-class,3str,Rourkela,,
HO12669,Cygnett Style Ganga,moderate,4str,Jaipur,,
HO12484,Gateway,first-class,1str,Coorg (Kodagu),,
HO12643,The Gateway Hotel,moderate,5str,Kozhikode (Calicut),,
HO12768,Amritara Kirpa,budget,3str,Amritsar,,
HO12387,Citrus County Firdaus,first-class,1str,Hoshiarpur,,
HO12467,Sawantwadi Palace,first-class,heritage,Sawantwadi,,
HO12480,Gateway,moderate,1str,Diu,,
HO12631,Thousand Pillars,budget,3str,Warangal,,
HO12727,Clinton Park Inn,moderate,4str,Velankanni,,
HO12593,Utsav Niwas,budget,3str,Jaipur,,
HO12414,Deshadan Tarangi Beach Villas,budget,3str,Mararikulam,,
HO12608,Kelso House,moderate,1str,Ooty (Udhagamandalam),,
HO12482,The Yellow House - IHCL SeleQtions,first-class,1str,Goa,,
HO12473,Storii By ITC Hotels Amoha Retreat,first-class,5str,Dharamshala,,
HO12684,Iconiqa,moderate,4str,Mumbai,,
HO12620,Nirvriti,home-stay-budget,2str,Palakkad,,
HO12458,Stone Hedge,moderate,4str,Nubra,,
HO12639,DVR Mansion,budget,3str,Kurnool,,
HO12680,The Fern Residency,moderate,4str,Aurangabad (MH) ,,
HO12761,The Bella Vista,moderate,3str,Panchkula,,
HO12582,Niltava,budget,2str,Kaziranga,,
HO12558,Planter's Heritage,moderate,4str,Darjeeling,,
HO12409,Infinity Resorts,moderate,3str,Corbett,,
HO12690,The Hans,moderate,4str,New Delhi,,
HO12475,The Fort House - IHCL SeleQtions,first-class,5str,Diu,,
HO12546,Daulatgarh Resort And Spa,moderate,3str,Udaipur (RJ),,
HO12470,Vivanta,first-class,5str,Shillong,,
HO12632,Isai Karai Bungalow,moderate,4str,Mamallapuram (Mahabalipuram),,
HO12642,Soho House,first-class,4str,Mumbai,,
HO12437,Girisadan,moderate,3str,Jaipur,,
HO12730,Flora Misty Falls,moderate,4str,Athirappilly,,
HO12718,Park Regis,moderate,5str,Goa,,
HO12561,Historia Royal,moderate,4str,Udaipur (RJ),,
HO12697,Surya International,moderate,4str,Lucknow,,
HO12731,KPM Tripenta,first-class,5str,Kozhikode (Calicut),,
HO12451,Peerless Resort,first-class,5str,Port Blair,,
HO12445,Drenmo Lodge,first-class,5str,Dras (Kargil),,
HO12705,Lemon Tree Premier,moderate,4str,Kolkata,,
HO12585,Novotel (Nagar Road),moderate,5str,Pune,,
HO12691,Eve,budget,4str,Munnar,,
HO12575,Gokulam Grand,moderate,4str,Thiruvananthapuram (Trivandrum),,
HO12587,Hampshire Plaza,budget,3str,Hyderabad,,
HO12396,Fairmont,first-class,5str,Mumbai,,
HO12519,Lemon Tree Wildlife Resort,moderate,3str,Kanha,,
HO12744,Gobindgarh,first-class,5str,Jaisalmer,,
HO12767,Elsas Homestay,moderate,4str,Alappuzha (Alleppey),,
HO12647,Madras Chronicle Bay Resort & Spa,budget,4str,Mamallapuram (Mahabalipuram),,
HO12508,Tattwa Grand,budget,3str,Bengaluru,,
HO12673,The Edgeworth,home-stay-budget,home-stay,Shimla,,
HO12571,Kalari Rasayana,first-class,5str,Kollam (Quilon),,
HO12623,Fazlani Nature's Resort,moderate,2str,Lonavala,,
HO12604,Kara,moderate,4str,Kochi (Cochin),,
HO12474,Gulab Haveli- IHCL SeleQtions,first-class,1str,Mandawa,,
HO12549,Amaraanth,first-class,5str,Goa,,
HO12739,Ajanta Green,moderate,4str,Aurangabad (MH) ,,
HO12763,Accord Highland,budget,3str,Ooty (Udhagamandalam),,
HO12555,Amritara Sonemale Resort,first-class,5str,Chikkamagaluru,,
HO12628,Hillock,moderate,4str,Mount Abu,,
HO12624,Goa Villagio Resort & Spa,budget,3str,Goa,,
HO12512,The Leela Palace,first-class,5str-lux,Hyderabad,,
HO12471,Storii By ITC Hotels Devasom Resort & Spa,first-class,5str,Kolkata,,
